Chaser,Maleh
מִפָּסוּק,מפסוק
בְּפָרָשָׁה,בפרשה
וּפָרָשָׁה,ופרשה
פִּסְקָא,פיסקא
פָּרָשַׁת,פרשת
פִּנְחָס,פינחס
וּלְסַיֵּם,ולסיים
בְּמִי,במי
וְלִקְרֹת,ולקרות
לְפָנֶיהָ,לפניה
וּלְאַחֲרֶיהָ,ולאחריה
וַיִּקְרָא,ויקרא
שֶׁקָּרָא,שקרא
קָרָה,קרה
בַּשְּׁלִישִׁי,ובשלישי
בְּכֹהֵן,בכהן
קָרָא,קרא
וְנִזְכְּרוּ,ונזכרו
רִאשׁוֹנָה,ראשונה
לְהַלֵּוִי,להלוי
שֶּׁקָּרְאוּ,שקראו
לְהַכֹּהֵן,להכהן
לְהַכֹּהֲנִים,להכהנים
שָׁמָה,שמה
שֶׁהַלֵּוִי,שהלוי
יִשְׂרְאֵלִים,ישראלים
קְרוּאִים,קרואים
וְהַכֹּהֵן,והכהן
הַמִּנְיָן,המנין
לְהַיִּשְׂרָאֵל,להישראל
וְיִקְרְאוּ,ויקראו
וְאֵרַע,ואירע
שֶׁקְּרָאוֹ,שקראו
הַסִּדְרָה,הסדרה
וְאַחֲרָיו,ואחריו
לְקַמָן,לקמן
"ע""ט","ע""ט"
וּמַגְבִּיהִין,ומגביהין
הַמַּגְבִּיהַּ,המגביה
הַכְּתָב,הכתב
וּמַרְאֵהוּ,ומראהו
וְלִשְׂמֹאלוֹ,ולשמאלו
וּלְאַחֲרָיו,ולאחריו
לִרְאֹת,לראות
הַכְתָב,הכתב
וְגוֹלְלִין,וגוללין
לְגוֹלְלוֹ,לגוללו
הַתֶּפֶר,התפר
הַגְּלִילוֹת,הגלילות
וְיִגְלְלוּ,ויגללו
יִגְלְלוּ,יגללו
לְשָׁם,לשם
שֶׁלְּאַחֲרָיו,שלאחריו
דִּלְמַעֵט,דלמעט
בִּגְלִילָה,בגלילה
עָדִיף,עדיף
מִמִּנְחָה,ממנחה
שֶׁסּוֹמְכִין,שסומכין
הַגְבָּהַת,הגבהת
וּכְשֶׁאֵין,וכשאין
מַכְנִיסִין,מכניסין
לַאֲרוֹן,לארון
וְהַגּוֹלֵל,והגולל
שֶׁיְלַוּוּ,שילוו
הַקֹדֶשׁ,הקודש
חֻמָּשׁ,חומש
וְהַצִּבּור,והציבור
תִּשְׁתַּכַּח,תשתכח
קְרִיאָה,קריאה
שֶׁמִּתְפַּלְּלִים,שמתפללים
חֲבוּשִׁים,חבושים
מְכִינִים,מכינים
יוֹמַיִם,יומים
מִקּוֹדֶם,מקודם
תֵּבָה,תיבה
לַסֵּפֶר,לספר
דִּלְאָדָם,דלאדם
וּלְחוֹלֶה,ולחולה
בְּשַׁבַּת,בשבת
זָכֹר,זכור
וּפָרָשַׁת,ופרשת
פָּרָה,פרה
דְּאוֹרַיְתָא,דאורייתא
"ק""מ","ק""מ"
אם,אם
נמצא,נמצא
טעות,טעות
או,או
פסול,פסול
בספר,בספר
"י""ב","י""ב"
פְּסוּל,פסול
סִימן,סימן
אֵיזֶהוּ,איזהו
נִתְחַלֵּף,נתחלף
אוֹת,אות
מִשְׁתַּנָּה,משתנה
שֶׁהַפֵּרוּשׁ,שהפירוש
שָׁוֶה,שוה
שֶׁהַקְּרִיאָה,שהקריאה
שָׁוָה,שוה
הַטָּעוּת,הטעות
לִכָּתֵב,ליכתב
שֶׁמִּשְׁתַּנֶּה,שמשתנה
תְּרוּמָה,תרומה
וָחֵצִי,וחצי
כָּתוּב,כתוב
בְּחוֹלָם,בחולם
מִשְׁתַּנֶּה,משתנה
"בְּוא""ו","בוא""ו"
"וא""ו","וא""ו"
מָלֵא,מלא
"יו""ד","יו""ד"
שִׁמּוּשִׁית,שימושית
בְּהֵפֶךְ,בהיפוך
מְדֻיָּקִים,מדוייקים
שֶׁהָאַחֵר,שהאחר
חֲסֵרָה,חסרה
שָׁרָשִׁית,שרשית
לָךָ,לך
הָגָר,הגר
"יוּ""ד","יו""ד"
"הַתָּי""ו","התי""ו"
תִּירָא,תירא
חֲלוּקָה,חלוקה
שֶׁנִּרְאֵית,שנראית
כִּשְׁתַּיִם,כשתיים
שֶׁנִּתְקָרְבוּ,שנתקרבו
וְנִרְאוֹת,ונראות
כְּאַחַת,כאחת
יְתֵרָה,יתירה
שֶׁנִּכְתְּבָה,שנכתבה
כְּפוּלָה,כפולה
קסת,קסת
הסופר,הסופר
מהדורה,מהדורה
שִׁנּוּי,שינוי
בְּצורוֹת,בצורות
פָּרָשָׁה,פרשה
גְּמוּרִים,גמורים
שֶׁנִּדְבַּק,שנדבק
הַכְּתִיבָה,הכתיבה
נִשְׁתַּנּוּ,נשתנו
הָאוֹתִיּוֹת,האותיות
כְּתִיבָה,כתיבה
נִדְבַּק,נדבק
שֶׁנִּגְמַר,שנגמר
הָאוֹת,האות
"נוּ""ן","נו""ן"
שֶׁנִּדְבְּקָה,שנדבקה
בְּאֶמְצְעִיתָה,באמצעיתה
"תָּי""ו","תי""ו"
שֶׁבְּחֹל,שבחל
לִגְרֹוֹד,לגרוד
לְהַפְרִידָם,להפרידם
הַדִּבּוּק,הדיבוק
בִּגְמָר,בגמר
לְהַכְשִׁיר,להכשיר
צוּרָתוֹ,צורתו
מִחוּץ,מחוץ
לָאוֹת,לאות
וְהָאוֹת,והאות
בְּצוּרָתוֹ,בצורתו
מֻקָּף,מקף
גְּוִיל,גויל
וְנִכָּר,וניכר
שֶׁהַנֶּקֶב,שהנקב
דְּבִשְׁעַת,דבשעת
קָפְצָה,קפצה
הַדְּיוֹ,הדיו
שָׁחוֹר,שחור
צוּרָתָהּ,צורתה
מַרְאִין,מראין
לְתִינוֹק,לתינוק
טִפֵּשׁ,טיפש
מֵבִין,מבין
וּמֵבִין,ומבין
כְֹּשֵרָה,כשרה
הַתִּינוֹקוֹת,התינוקות
מְחֻלָּקִין,מחולקין
מוֹעִיל,מועיל
דְּאָז,דאז
גִּלּוּי,גילוי
מִלְתָא,מלתא
"הָאָלֶ""ף","האל""ף"
"הָעַיִ""ן","העי""ן"
"וְהַשִּי""ן","והשי""ן"
וְרַגְלֵי,ורגלי
שֶׁהַתִּינוֹק,שהתינוק
שֶׁעֵינֵינוּ,שעינינו
רוֹאוֹת,רואות
כְּשֶׁמַּרְאִין,כשמראין
בַּנֶקֶב,בנקב
מִקְּצָתוֹ,מקצתו
וּלְמַטָּה,ולמטה
וְאָנוּ,ואנו
מְסֻפָּקִים,מסופקים
בָּאוֹת,באות
כַּשִׁעוּר,כשיעור
הַחֵלֶק,החלק
יְצָרְפוֹ,יצרפו
וּבֶאֱמֶת,ובאמת
מִמִּקְצָת,ממקצת
רֹשֶׁם,רושם
כְּשֶׁנִּמְצָא,כשנמצא
וּמַתְחִילִין,ומתחילין
שֶׁפָּסְקוּ,שפסקו
וּמַשְׁלִימִין,ומשלימין
מִנְיַן,מנין
וְהָעוֹלִין,והעולין
הַפָּסוּל,הפסול
עוֹלִין,עולין
לְמִנְיַן,למנין
בַּשַׁבָּת,בשבת
לְדַעַת,לדעת
דִּסְבִירָא,דסבירא
דְּמַה,דמה
שֶּׁקָרְאוּ,שקראו
בְּלָאו,בלאו
הֲכִי,הכי
הַפְּסוּל,הפסול
חִלּוּקֵי,חילוקי
דֵּעוֹת,דעות
וּמִנְהָגִים,ומנהגים
יַחְזִיק,יחזיק
מִנְהָגוֹ,מנהגו
וּבְמָקוֹם,ובמקום
בַּשֻּׁלְחָן,בשלחן
מִיָד,מיד
וּמוֹצִיאִין,ומוציאין
הִפְסִיקוּ,הפסיקו
דְּיַתְחִילוּ,דיתחילו
וְגוֹמְרִין,וגומרין
דְּיִקְרָא,דיקרא
הַכָּשֵׁר,הכשר
תַּשְׁלוּם,תשלום
יַתְחִילוּ,יתחילו
לְמַפְרֵעַ,למפרע
דְּעָלְתָה,דעלתה
וּפָשׁוּט,ופשוט
שִׁבְעָה,שבעה
בַּסָּעִיף,בסעיף
לְחַלֵּק,לחלק
בַּמַּפְטִיר,ובמפטיר
"ע""ח","ע""ח"
מַשְׁלִימִין,משלימין
וְסִימָן,וסימן
בְּחֻמָּשׁ,בחומש
בְּרֵאשִׁית,בראשית
שְׁמוֹת,שמות
בָּאֶפְשָׁרִי,באפשרי
חוֹבָה,חובה
בַּשֵׁנִי,בשני
נִקְרְעָה,נקרעה
יְרִיעוֹת,יריעות
הַקֶּרַע,הקרע
הַחֻמָּשׁ,החומש
תְּפִירוֹת,תפירות
שַׁעֲוָה,שעוה
חֵלֶב,חֵלֶב
שֶׁנָּטַף,שנטף
יָסִירוֹ,יסירו
נִרְאִין,נראין
מְכֻסִּין,מכוסין
תֵבָה,תיבה
הַשַּׁעֲוָה,השעוה
הַחֵלֶב,החלב
כִּלְאַחַר,כלאחר
שֶׁנִּתְיַבֵּשׁ,שנתיבש
וְיַכְפִּיל,ויכפיל
הַגְּוִיל,הגויל
יִפֹּל,יפול
כְּשֶׁמְּסִירִין,כשמסירין
וְהַחֵלֶב,והחֵלב
יַשְׁגִּיחוּ,ישגיחו
לִמְחִיקַת,למחיקת
יְחַמְּמוּ,יחממו
אשרי,אשרי
ובא,ובא
לציון,לציון
גמר,גמר
התפילה,התפילה
ֹשָם,שם
חֲנֻכָּה,חנוכה
"וט""ו","וט""ו"
וְעֶרֶב,וערב
הָאָבֵל,האבל
וּבַיּוֹם,וביום
הַתַּרְגּוּם,התרגום
וְהַתַּרְגּוּם,והתרגום
יֹאמְרָהּ,יאמרה
דְּיָכוֹל,דיכול
וגוֹ',וגו'
אֵלוּ,אלו
ֹשֶכֵּן,שכן
ֹשֶיָכוֹל,שיכול
וִיהוֹשֻׁעַ,ויהושע
תִּקְּנוֹ,תיקנו
שֶׁכָּבַשׁ,שכבש
יְרִיחוֹ,יריחו
וּמָקוֹם,ומקום
כְּשֶׁיּוֹצֵא,כשיוצא
מוּל,מול
כְּתַלְמִיד,כתלמיד
יֵצֵא,יצא
יְצַדֵּד,יצדד
בִּירִידָתוֹ,בירידתו
פְּסִיעָה,פסיעה
גַּסָּה,גסה
שֶׁמַּרְאֶה,שמראה
שֶׁעִכּוּב,שעיכוב
דּוֹמֶה,דומה
לְמַשָּׂא,למשא
לַעֲסָקָיו,לעסקיו
קדיש,קדיש
יתום,יתום
"כ""ב","כ""ב"
בַּמִּדְרָשִׁים,במדרשים
מַעֲשִׂיּוֹת,מעשיות
שֶׁהַבֵּן,שהבן
אִמּוֹ,אמו
נִצּוֹלִים,ניצולים
שַׁבָּתוֹת,שבתות
הַנְּשָׁמוֹת,הנשמות
לְגֵיהִנֹּם,לגיהנם
תִּגְבֹּרֶת,תגבורת
דִּינִים,דינים
הַמִּנְהָגִים,המנהגים
תּוֹשָׁב,תושב
אוֹרֵחַ,אורח
וְדוֹחֶה,ודוחה
הָאֲבֵלִים,האבלים
הָרֶגֶל,הרגל
הַמְבַטֵּל,המבטל
גְּזֵרַת,גזירת
שֶׁמְבַטֵּל,שמבטל
אַמְרִינָן,אמרינן
מִקְּצָת,מקצת
כְּכֻלּוֹ,ככולו
הַשְּׁבִיעִי,השביעי
וּמוֹנִין,ומונין
וּשְׁלֹשִׁים,ושלושים
מִיּוֹם,מיום
הַקְּבוּרָה,הקבורה
אֵבֵל,אבל
בָּרֶגֶל,ברגל
מוֹנִין,מונין
הַבֶּן,הבן
הַשִּׁבְעָה,השבעה
לְהַיָּארְצַיְיט,להיארצייט
יִדָּחֶה,יידחה
נִדְחֶה,נדחה
מֵחֲמָתָן,מחמתן
בְּמִנְיָן,במניין
מִלְבַד,מלבד
יָטִילוּ,יטילו
גּוֹרָל,גורל
כְּשֶׁנִּתְבַּטֵּל,כשנתבטל
שֶׁמֵּת,שמת
וּבֶן,ובן
בְּקַדִּישִׁים,בקדישים
לְהַגָּדוֹל,להגדול
קוֹדְמִין,קודמין
אֲבֵלִים,אבלים
קַדִּישִׁים,קדישים
שֶׁקַּדִּישׁ,שקדיש
שֶׁלְאַחַר,שלאחר
לְבֶן,לבן
יֶשְׁנָם,ישנם
כְּמִנְיַן,כמניין
רַוְחָא,רוחא
שֶׁהַבֶּן,שהבן
יַטִילוּ,יטילו
הַגּוֹרָל,הגורל
לַשֵּׁנִי,לשני
מַטִּילִין,מטילין
שֶׁיֹּאמְרוּ,שיאמרו
הַתּוֹשָׁב,התושב
לָאוֹרֵחַ,לאורח
לְהָאוֹרֵחַ,להאורח
מִדִּידָךְ,מדידך
מִבֶּן,מבן
וְתוֹשָׁב,ותושב
וְשֵׁנִי,ושני
וְהָאוֹרֵחַ,והאורח
הַשְּׁלִישִׁי,השלישי
תּוֹשָׁבִים,תושבים
דִּירַת,דירת
פּוֹרֵעַ,פורע
מַס,מס
וְאִמּוֹ,ואמו
דָּרִים,דרים
שֶׁהֵמָּה,שהמה
תוֹשָׁבִים,תושבים
דֵּין,דין
שֶׁמַּחְזִיק,שמחזיק
מְלַמֵּד,מלמד
מְשָׁרֵת,משרת
פְּנוּיִים,פנויים
נִקְרָאִים,נקראים
כְּאוֹרְחִים,כאורחים
וְהַלּוֹמֵד,והלומד
הַמֻּשְׂכָּר,המושכר
לְכַמָּה,לכמה
בַּעֲלֵי,בעלי
כַּתּוֹשָׁבִים,כתושבים
הַמְגַדֵּל,המגדל
יָתוֹם,יתום
בְּשָׂכָר,בשכר
אָב,אב
אֵם,אם
מְגַדְּלוֹ,מגדלו
בְּתוֹרַת,בתורת
הָאָבֵלִים,האבלים
שֶׁבָֹּשָם,שבשם
לִדְחֹתוֹ,לדחותו
דְּגָרַע,דגרע
הָאוֹרֵחַ,האורח
וְלוֹמַר,ולומר
וּמוֹעִיל,ומועיל
מִקַּדִּישׁ,מקדיש
נִתְקַן,נתקן
לַקְטַנִּים,לקטנים
הָאֲבֵלוּת,האבילות
"קכ""ח","קכ""ח"
שֶׁשָּׁוִים,ששווים
בְּדִין,בדין
וּשְׁנֵיהֶם,ושניהם
וּמְרֻצִּים,ומרוצים
שֶׁהָאֶחָד,שהאחד
מְרֻצֶּה,מרוצה
זְכוּתוֹ,זכותו
בַּקַדִּישִׁים,בקדישים
לְוַתֵּר,לותר
לְהַנִּיחַ,להניח
בִּתְפִלּוֹת,בתפילות
וְקַדִּישִׁים,וקדישים
מִשְּׁאָר,משאר
דְּזִכָּרוֹן,דזכרון
וּלְכָאן,ולכאן
כִּרְשָׁעִים,כרשעים
דְּמִשְׁפַּט,דמשפט
מָשָׁל,משל
שְׁבָט,שבט
טֵבֵת,טבת
בְּחֹדֶשׁ,בחודש
בַּחֹדֶשׁ,בחודש
וּלְעִנְיָן,ולענין
מוֹנִים,מונים
הַמִּיתָה,המיתה
נִקְבַּר,נקבר
"בּיו""ד","ביו""ד"
הַמִּשְׁפָּט,המשפט
כִּסְלֵו,כסליו
מִפְּנֵיהֶם,מפניהם
בְּאָבִיו,באביו
מֵאוֹתָן,מאותן
שֶׁנִּדּוֹנִין,שנידונין
וּמְחֻיָּב,ומחויב
רַחְמָנָא,רחמנא
לִצְלָן,ליצלן
יָבֹאוּ,יבאו
קְטָטוֹת,קטטות
וּמְרִיבוֹת,ומריבות
וָאֵם,ואם
בְּעַד,בעד
מְתֵי,מתי
שֶׁשְּׁאָר,ששאר
קְרוֹבִים,קרובים
קְרוֹבֵיהֶם,קרוביהם
כְּשֶׁאֵין,כשאין
אֲבִיהֶם,אביהם
וְאִמָּם,ואמם
אֲבִי,אבי
זְקֵנוֹ,זקנו
זְקֶנְתּוֹ,זקנתו
שֶׁמֵּתוּ,שמתו
בָּנִים,בנים
בִּתּוֹ,בתו
שֶׁעוֹשִׂים,שעושים
פְּשָׁרָה,פשרה
וְהוֹלְכִים,והולכים
הַבַּת,הבת
רוֹצִים,רוצים
בְבֵיתָהּ,בביתה
שֶׁתֹּאמַר,שתאמר
הָרְשׁוּת,הרשות
בְּיָדָם,בידם
שֶׁאֲמִירַת,שאמירת
וְהַתְּפִלּוֹת,והתפילות
מוֹעִילוֹת,מועילות
לְהָאָבוֹת,להאבות
הָעִקָּר,העיקר
שֶׁהַבָּנִים,שהבנים
יֵלְכוּ,ילכו
בְּאֹרַח,באורח
מִישׁוֹר,מישור
מְזַכִּים,מזכים
הָאָבוֹת,האבות
הָכֵי,הכי
אִיתָא,איתא
בְּזוֹהַר,בזוהר
בְּחֻקֹּתַי,בחקתי
יְכַבֵּד,יכבד
כְּמָּה,כמה
דְּאַתְּ,דאת
אָמֵר,אמר
וְאֵת,ואת
וְאוּקְמוּהָ,ואוקמוה
בְּמֵיכְלָא,במיכלא
וּמִשְׁתַּיָּא,ומשתייא
וּבְכֹלָּא,ובכולא
הָאי,האי
בְּחַיּוֹי,בְּחַיּוֹי
דְּאִתְחַיֵּב,דאתחייב
בֵּיה,ביה
דְּמִית,דמית
תִּימָא,תימא
דְּאַף,דאף
אֶתְחַיַּב,אתחייב
בִּיקָרֵיהּ,ביקריה
יַתִּיר,יתיר
דְּאִי,דאי
בְּרָא,ברא
אָזִיל,אזיל
תַּקְלָא,תקלא
וַדַאי,ודאי
מְבַזֶּה,מבזה
לַאֲבוֹי,לאבוי
עָבִיד,עביד
לֵיה,ליה
קְלָנָא,קלנא
וְתַקִין,ותקין
עוֹבָדוֹי,עובדוי
דָּא,דא
אוֹקֵיר,אוקיר
אוֹקִיר,אוקיר
בְּהַאי,בהאי
גַּבֵּי,גבי
נָשָּׁא,נשא
בְּהַהוּא,בההוא
עַלְמָא,עלמא
קֻדְשָׁא,קודשא
וְקֻדְשָׁא,וקודשא
חָיִיס,חייס
עַלֵהּ,עליה
וְאוֹתֵיב,ואותיב
בְּכֻרְסְיָא,בכורסיא
דִּיקָרֵיה,דיקריה
לְצַוּוֹת,לצוות
בְּאֵיזֹה,באיזה
מְקַיְמִין,מקיימין
תַּקָּנָה,תקנה
טוֹבָה,טובה
בָּנוֹת,בנות
לְלִמּוּד,ללמוד
שֶׁאוֹתוֹ,שאותו
הָעֵת,העת
יַעֲבִירֶנוּ,יעבירנו
לְהַרְוִיחַ,להרויח
נָחוּץ,נחוץ
הֲלָכָה,הלכה
שֶּׁנָּחוּץ,שנחוץ
חֻקּוֹ,חקו
וּבִקְצָת,ובקצת
קְדוֹשׁוֹת,קדושות
נִתְיַסְּדוּ,נתיסדו
חֲבָרוֹת,חברות
בָּרַבִּים,ברבים
לְהִתְחַבֵּר,להתחבר
אֲלֵיהֶם,אליהם
עָנִי,עני
עָשִׁיר,עשיר
יִסּוּרִין,יסורין
הַמַּחְזִיר,המחזיר
הַפְּתָחִים,הפתחים
לְתַלְמוּד,לתלמוד
וּבַלַּיְלָה,ובלילה
וְהָגִיתָ,והגית
יוֹמָם,יומם
וָלַיְלָה,ולילה
הַטְרָדוֹת,הטרדות
יְסַפֵּק,יספיק
לַאֲחֵרִים,לאחרים
וְתֵחָשֵׁב,ותחשב
שֶׁדָּרְשׁוּ,שדרשו
שְׂמַח,שמח
זְבוּלֻן,זבולן
בְּצֵאתְךָ,בצאתך
וְיִשַׂשְׂכָר,ויששכר
בְּאֹהֳלֶיךָ,באהליך
עָשׂוּ,עשו
שֻׁתָּפוּת,שותפות
עָסַק,עסק
לְיִשַּׂשְׂכַר,ליששכר
פַּרְנָסָתוֹ,פרנסתו
ֹשֶיִהְיֶה,שיהיה
לַעַסֹק,לעסוק
הִקְדִּים,הקדים
לְיִשָֹּשֹכָר,ליששכר
שֶׁתּוֹרָתוֹ,שתורתו
יִשָֹשֹכָר,יששכר
מָצִינוּ,מצינו
בַּמִּשְׁנָה,במשנה
שִׁמְעוֹן,שמעון
אֲחִי,אחי
עֲזַרְיָה,עזריה
וְנִקְרָא,ונקרא
אָחִיו,אחיו
שֶׁעֲזַרְיָה,שעזריה
בִּפְרַקְמַטְיָא,בפרקמטיא
מְסַפֵּק,מספיק
צָרְכֵי,צרכי
וְהִתְנוּ,והתנו
לַעֲזַרְיָה,לעזריה
בִּשְׂכַר,בשכר
לִמּוּדוֹ,לימודו
תּוֹרָתוֹ,תורתו
עִתִּים,עתים
בָּעִתִּים,בעתים
הַהֲלָכוֹת,ההלכות
הַשְּׁכִיחוֹת,השכיחות
הַנִּצְרָכוֹת,הנצרכות
בַּאַגָּדוֹת,באגדות
וּמִדְרָשִׁים,ומדרשים
יְסוּדָתָם,יסודתם
קֹדֶש,קודש
מִמִּדְרְשֵׁי,ממדרשי
מוֹעִילִים,מועילים
לְהַחְלִישׁ,להחליש
חֹק,חק
"""חֹק","""חק"
"לְיִשְׂרָאֵל""","לישראל"""
בְּיוֹמוֹ,ביומו
הַמּוֹסִיף,המוסיף
מְשַׁכֵּחַ,משכח
תַּלְמוּדוֹ,תלמודו
וּלְהַשְׁמִיעַ,ולהשמיע
יָמוּשׁ,ימוש
מִפִּיךָ,מפיך
שֶׁמּוֹצִיא,שמוציא
קִיֵּם,קיים
וּלִמַּדְתֶּם,ולמדתם
בַּשַּׁחַר,בשחר
כְּשֶׁעוֹלֶה,כשעולה
לְסֵפֶר,לספר
קֹצֶר,קוצר
יִזְכֶּה,יזכה
לְהָבִינָהּ,להבינה
בָּעוֹלָם,בעולם
ושאר,ושאר
ספרי,ספרי
קודש,קודש
כִּתְבוּ,כתבו
וְקִבְּלוּ,וקיבלו
יָרַשׁ,ירש
מֵאָבִיו,מאביו
מִשֶּׁלו,משלו
שָׂכַר,שכר
שֶׁקְּנָאוֹ,שקנאו
וְהִגִּיהוֹ,והגיהו
כְּתָבוֹ,כתבו
לִמְכֹּר,למכור
דְּחַק,דחק
לִקְנֹת,לקנות
מִתּוֹכָן,מתוכן
מִקְרָא,מקרא
גְּמָרָא,וגמרא
וּפוֹסְקִים,ופוסקים
שֶׁיִּלְמֹד,שילמוד
יַשְׁאִילֵן,ישאילן
מַשֶּׂגֶת,משגת
הַסְּפָרִים,הספרים
עוֹמֶדֶת,עומדת
הַכּוֹתֵב,הכותב
הַקוֹנֶה,הקונה
וּמַשְׁאִילָן,ומשאילן
לְיַחֵד,ליחד
וּלְכַבֵּד,ולכבד
וּלְהַדְּרוֹ,ולהדרו
בְּיוֹתֵר,ביותר
סֵּפֶר,ספר
יֶאֱחֹז,יאחוז
הָרוֹאֶה,הרואה
שֶׁיַּכְנִיס,שיכניס
רוֹאֵהוּ,רואהו
וּבְבֵית,ובבית
שֶׁמּוֹצִיאִין,שמוציאין
שֶׁעוֹבֶרֶת,שעוברת
לְלַוּוֹתָהּ,ללוותה
לְלַוֹּוֹתָהּ,ללוותה
מֻנָּחִים,מונחים
קַרְקַע,קרקע
בִּרְכָּיו,ברכיו
אַצִילֵי,אצילי
מַנִּיחִים,מניחים
חֻמָּשִׁים,חומשים
וכְתוּבִים,וכתובים
כְּתוּבִים,כתובים
וּנְבִיאִים,ונביאים
שֶׁבָּלָה,שבלה
גּוֹנְזִין,גונזין
וְכִתְבֵי,וכתבי
וְתַשְׁמִישֵׁי,ותשמישי
זוֹרְקִין,זורקין
כִּתְבֵי,כתבי
הֲלָכוֹת,הלכות
וְאַגָּדוֹת,ואגדות
מְצָאָן,מצאן
הֲפוּכִין,הפוכין
וּלְעֵת,ולעת
גְּבוֹהִים,גבוהים
מַפּוֹת,מפות
וּמְעִילִים,ומעילים
שֶׁבַּקְדֻשָּׁה,שבקדושה
מִדָּבָר,מדבר
שֶׁנִּשְׁתַּמֵּשׁ,שנשתמש
הֶדְיוֹט,הדיוט
לַהֲנָאָתוֹ,להנאתו
לְהַעֲמִידוֹ,להעמידו
לְהָגֵן,להגן
זוֹרַחַת,זורחת
לְהַגְבִּיהוֹ,להגביהו
הַלִּמּוּד,הלימוד
יְשַׂרְטֵט,ישרטט
קֻנְטְרֵס,קונטרס
בְּקֻנְטְרֵס,בקונטרס
שֶׁיִּכְתְּבוּ,שיכתבו
נְיָר,נייר
לְמִשְׁמֶרֶת,למשמרת
הַמְאַבֵּד,המאבד
תַּעֲשׂוּן,תעשון
בְּכוֹרְכֵי,בכורכי
שֶׁמְדַבְּקִין,שמדבקין
הַלּוּחוֹת,הלוחות
כְּשֶׁנּוֹתְנִים,כשנותנים
קְדוֹשִׁים,קדושים
יְשָׁנִים,ישנים
לְאֻמָּן,לאומן
לְכָרְכָם,לכורכם
מֵחָדָשׁ,מחדש
שֶׁיִּקְחוּ,שיקחו
הַיְשָׁנוֹת,הישנות
לְהַצְנִיעָם,להצניעם
יִתְּנֵם,יתנם
הָאֻמָּן,האמן
לוֹקְחִין,לוקחין
וּמְזוּזוֹת,ומזוזות
מִכְּדֵי,מכדי
דְּמֵיהֶן,דמיהן
לְהַרְגִּילָן,להרגילן
לְגָנְבָן,לגונבן
וּלְגָזְלָן,ולגוזלן
דְּמֵיהֶם,דמיהם
גְּנִיזָה,גניזה
מְבַקֵּשׁ,מבקש
וּלְדַבֵּר,ולדבר
רִצּוּי,ריצוי
אוּלַי,אולי
יִשְׁוֶה,ישווה
דָּמָיו,דמיו
מַנִּיחָן,מניחן
לְבַקֵּשׁ,לבקש
שֶׁיִּתְּנֵם,שיתנם
יִכְעַס,יכעס
וְיַשְׁלִיכֵם,וישליכם
אִבּוּד,אבוד
מִיָּדוֹ,מידו
בְּנַרְתִּיקוֹ,בנרתיקו
וְנוֹהֲגִים,ונוהגים
הָרוֹאִים,הרואים
מִתְעַנִּים,מתענים
שִׂרְטוּט,שרטוט
"ל""ב","ל""ב"
בִּכְתָב,בכתב
אֲשׁוּרִית,אשורית
שֶׁכּוֹתְבִין,שכותבין
מידות,מידות
שירגיל,שירגיל
בהם,בהם
האדם,האדם
את,את
עצמו,עצמו
בְּדֵעוֹתֵיהֶם,בדעותיהם
בְּטִבְעֵיהֶם,בטבעיהם
חֵמָה,חימה
כּוֹעֵס,כועס
שֶׁדַּעְתּוֹ,שדעתו
פַּעָם,פעם
גְּבַהּ,גבה
שָׁפַל,שפל
תַּאֲוָה,תאווה
תִּשְׂבַּע,תשבע
מֵהֲלֹךְ,מהלוך
בְּתַאֲוָה,בתאווה
טָהוֹר,טהור
יִתְאַוֶּה,יתאוה
מְעַטִּים,מעטים
שֶׁהַגּוּף,שהגוף
תִּשְׁבַּע,תשבע
שֶׁבָּעוֹלָם,שבעולם
כֶּסֶף,כסף
יִשְׂבַּע,ישבע
מְקַצֵּר,מקצר
מוּעָט,מועט
יַסְפִּיק,יספיק
יִרְדֹּף,ירדוף
לְהַשִּׂיג,להשיג
מְסַגֵּף,מסגף
בָּרַעַב,ברעב
וְקוֹבֵץ,וקובץ
וּמַה,ומה
מִשֶּׁלוֹ,משלו
אוֹכְלוֹ,אוכלו
בְּצַעַר,בצער
מְפַזֵר,מפזר
וְהַדֵּעוֹת,והדעות
מְהוֹלָל,מהולל
וְאוֹנֵן,ואונן
כִּילַי,כילי
וְשׁוֹעַ,ושוע
אַכְזָר,אכזר
וְרַחְמָן,ורחמן
רַךְ,רך
לֵבָב,לבב
וְאַמִּיץ,ואמיץ
וְהַיָּשָׁר,והישר
בְּדֶּרֶךְ,בדרך
אֶמְצָעִי,אמצעי
לִחְיֹת,לחיות
זוּלָתָן,זולתן
כָּעִנְיָן,כעניין
אוֹכַל,אוכל
לַֹשֹבַע,לשובע
עָמֵל,עמל
לְחַיֵּי,לחיי
יִקְפֹּץ,יקפוץ
יְפַזֵּר,יפזר
מַסַּת,מיסת
וּמַלְוֶה,ומלווה
וְשׂוֹחֵק,ושוחק
עָצֵב,עצב
שָׂמֵחַ,שמח
בְּסֵבֶר,בסבר
הַגַּאֲוָה,הגאווה
מִדָּה,מידה
בְּמֻעָט,במועט
לִהְיֹת,להיות
שְׁפַל,שפל
שֶׁצִוּוּ,שציוו
וְאֵיךְ,ואיך
תּרְגִּיל,תרגיל
עַצְמְךָ,עצמך
עָנָיו,עניו
וּשְׁפַל,ושפל
דְּבָרֶיךָ,דבריך
רֹאשְׁךָ,ראשך
