Chaser,Maleh
וּמְנַחֲשִׁים,ומנחשים
הַכּוֹפְרִים,הכופרים
רִפְאוּת,רפאות
"""וְיִהְיוּ","""ויהיו"
"לְנַפְשֶׁךָ""","לנפשך"""
פְּסוּקִין,פסוקין
מִזְמוֹר,מזמור
מִתִּלִּים,מתילים
שֶׁתָּגֵן,שתגן
קְרִיאָתָן,קריאתן
וְיִנָּצֵל,ויינצל
וּנְזָקִים,ונזקים
דּוֹרֵשׁ,דורש
הַמַּרְעִיב,המרעיב
וְלָן,ולן
הַקְּבָרוֹת,הקברות
מַלְבּוּשִׁים,מלבושים
וִישֵׁנִים,וישנים
לְבַדָּם,לבדם
וִיסַפַּר,ויספר
וְדֹרֵשׁ,ודורש
וְשֹׁאֵל,ושואל
שֶׁבַּעַל,שבעל
וְיִדְּעוֹנִי,ויידעוני
וְהַנִּשְׁאָל,והנשאל
מַאֲמָרָן,מאמרן
הַמְּכַשֵּׁף,המכשף
כְּשָׁפִים,כשפים
בִּמְכַשֵּׁף,במכשף
"בְךָ""","בך"""
שֶׁנִּתַּן,שניתן
לְאַזְהָרַת,לאזהרת
וְכָזָב,וכזב
שֶׁהִטְעוּ,שהטעו
לְגוֹיֵי,לגויי
שֶׁיִּנָּהוּ,שיינהו
אַחֲרֵיהֶן,אחריהן
מְחֻכָּמִים,מחוכמים
לְהִמָּשֵׁךְ,להימשך
בַּהֲבָלִים,בהבלים
תְּעָלָה,תעלה
נַחַשׁ,נחש
בְּיַעֲקֹב,ביעקוב
קֶסֶם,קסם
"בְּיִשְׂרָאֵל""","בישראל"""
יוֹרֵשׁ,יורש
מְעֹנְנִים,מעוננים
קֹסְמִים,קוסמים
יִשְׁמָעוּ,ישמעו
הַמַּאֲמִין,המאמין
אָסְרָה,אסרה
הַסְּכָלִים,הסכלים
וּמֵחַסְרֵי,ומחסרי
וּבִכְלַל,ובכלל
שְׁלֵמָה,שלמה
וּתְמִימֵי,ותמימי
יֵדְעוּ,יידעו
בִּרְאָיוֹת,בראיות
בְּרוּרוֹת,ברורות
תֹּהוּ,תוהו
וְהֶבֶל,והבל
שֶׁנִּמְשְׁכוּ,שנמשכו
חַסְרֵי,חסרי
וְנָטְשׁוּ,ונטשו
כְּשֶׁהִזְהִירָה,כשהזהירה
הַהֲבָלִים,ההבלים
מְגַלְּחִין,מגלחין
פַּאֲתֵי,פאתי
וְכוּמָרֵיהֶן,וכומריהן
הַמְּגַלֵּחַ,המגלח
צְדָעָיו,צדעיו
הַפֵּאוֹת,הפיאות
וּמַנִּיחַ,ומניח
וְגִלַּח,וגילח
הַמִּתְגַּלֵּחַ,המתגלח
סִיַּע,סייע
לַמְּגַלֵּחַ,למגלח
וְהַמְּגַלֵּחַ,והמגלח
שֶׁגִּלְּחָה,שגילחה
שֶׁנִּתְגַּלְּחָה,שנתגלחה
פְּטוּרָה,פטורה
רֹאשְׁכֶם,ראשכם
שֶׁיֶּשְׁנוֹ,שישנו
תַּשְׁחִית,תשחית
יֶשְׁנוֹ,ישנו
תַּקִּיף,תקיף
הָעֲבָדִים,העבדים
בְּהַקָּפָה,בהקפה
מִבַּל,מבל
וּבַל,ובל
מִזְּמָן,מזמן
לִזְמָן,לזמן
תְּדִירָה,תדירה
פְּטוּרוֹת,פטורות
מִקִּדּוּשׁ,מקידוש
וַאֲכִילַת,ואכילת
וּשְׁחִיטָתוֹ,ושחיטתו
וְהַקְהֵל,והקהל
וְשִׂמְחָה,ושמחה
שֶׁהַנָּשִׁים,שהנשים
חַיָּבוֹת,חייבות
טֻמְטוֹם,טומטום
וְאַנְדְּרֻגִּינוֹס,ואנדרוגינוס
סָפֵק,ספק
חֻמְרֵי,חומרי
וְחֻמְרֵי,וחומרי
וְחַיָּבִין,וחייבין
עָבְרוּ,עברו
שֶׁהָאִשָּׁה,שהאישה
רֹאשָׁהּ,ראשה
הַזָּכָר,הזכר
שֶׁמַּנִּיחִין,שמניחין
בַּצֶּדַע,בצדע
נָתְנוּ,נתנו
וְשָׁמַעְנוּ,ושמענו
מִזְּקֵנֵינוּ,מזקנינו
מֵאַרְבָּעִים,מארבעים
שְׂעָרוֹת,שערות
בְּמִסְפְּרַיִם,במספריים
זְקָנָם,זקנם
פֵּאוֹת,פיאות
לֶחִי,לחי
וְלֶחִי,ולחי
הַתַּחְתּוֹן,התחתון
מִיָּמִין,מימין
מִשְּׂמֹאל,משמאל
וְשִׁבֹּלֶת,ושיבולת
כְּאַחַת,כאחת
שֶׁיְּגַלְּחֶנּוּ,שיגלחנו
בַּתַּעַר,בתער
גִּלּוּחַ,גילוח
גִּלַּח,גילח
שֶׁיְּסַיַּע,שיסייע
זְקָנָהּ,זקנה
הִשְׁחִיתָה,השחיתה
זְקַן,זקן
הַשָּׂפָם,השפם
לְגַלְּחוֹ,לגלחו
הַשָּׂפָה,השפה
הָעֶלְיוֹנָה,העליונה
הַמְּדֻלְדָּל,המדולדל
הַתַּחְתּוֹנָה,התחתונה
לְהַשְׁחִיתוֹ,להשחיתו
קְצָתוֹ,קצתו
יְעַכַּב,יעכב
הַעְבָּרַת,העברת
הַשֶּׁחִי,השחי
הָעֶרְוָה,הערווה
וְהַמַּעְבִירוֹ,והמעבירו
מַעְבִירִין,מעבירין
יְתַקַּן,יתקן
תִּקּוּן,תיקון
שֶׁמַּעְבִירִין,שמעבירין
אֵבָרִים,אברים
שֶׁתָּשִׂים,שתשים
בְּרֹאשָׁהּ,בראשה
מִצְנֶפֶת,מצנפת
כּוֹבַע,כובע
שֶׁתִּלְבֹּשׁ,שתלבוש
שִׁרְיוֹן,שריון
שֶׁתְּגַלַּח,שתגלח
כְּאִישׁ,כאיש
שֶׁיִּלְבֹּשׁ,שילבוש
צִבְעוֹנִין,צבעונין
וַחֲלִי,וחלי
לוֹבְשִׁין,לובשין
מְשִׂימִים,משימים
הַחֲלִי,החלי
כְּמִנְהַג,כמנהג
שֶׁעָדָה,שעדה
שֶׁעָדָת,שעדת
הַמְּלַקֵּט,המלקט
לְבָנוֹת,לבנות
הַשְּׁחוֹרוֹת,השחורות
מֵרֹאשׁוֹ,מראשו
מִזְּקָנוֹ,מזקנו
מִשֶּׁיְּלַקַּט,משילקט
שַׂעֲרָה,שערה
צָבַע,צבע
מִשֶּׁיִּצְבַּע,משיצבע
לְבָנָה,לבנה
עוֹטֵף,עוטף
כְּאִשָּׁה,כאישה
"""כְּתֹבֶת","""כתובת"
"קַעֲקַע""","קעקע"""
שֶׁיִּשְׂרֹט,שישרוט
וִימַלֵּא,וימלא
הַשְּׂרִיטָה,השריטה
כֹּחַל,כוחל
דְּיוֹ,דיו
הָרוֹשְׁמִין,הרושמין
שֶׁרוֹשְׁמִין,שרושמין
מָכוּר,מכור
וּמֻרְשָׁם,ומורשם
לַעֲבוֹדָתָהּ,לעבודתה
שֶׁיִּרְשֹׁם,שירשום
הָרוֹשְׁמִים,הרושמים
בְּאֵי,באי
רָשַׁם,רשם
בִּצְבָע,בצבע
שֶׁרָשַׁם,שרשם
כָתַב,כתב
בִּשְׂרִיטָה,בשריטה
שֶׁיִּכְתֹּב,שיכתוב
וִיקַעְקַע,ויקעקע
בְּכוֹתֵב,בכותב
בִּבְשָׂרוֹ,בבשרו
וְקִעְקְעוּ,וקיעקעו
הַשּׂוֹרֵט,השורט
שְׂרִיטָה,שריטה
"""וְשֶׂרֶט","""ושרט"
לָנֶפֶשׁ,לנפש
"בִּבְשַׂרְכֶם""","בבשרכם"""
שָׂרַט,שרט
שְׂרִיטוֹת,שריטות
גְּדִידָה,גדידה
שׂוֹרְטִים,שורטים
בִּבְשָׂרָם,בבשרם
חוֹבְלִין,חובלין
"""וַיִּתְגֹּדְדוּ","""ויתגודדו"
"כְּמִשְׁפָּטָם""","כמשפטם"""
וְלַעֲבוֹדָה,ולעבודה
לְמַחְלֹקֶת,למחלוקת
תֵעָשׂוּ,תיעשו
אֲגֻדּוֹת,אגודות
הַקּוֹרֵחַ,הקורח
שֶׁקָּרַח,שקרח
קָרְחוֹת,קרחות
כְּמִנְיַן,כמניין
הַקָּרְחוֹת,הקורחות
וְקָרְחָה,וקורחה
בְּסַם,בסם
הִטְבִּיל,הטביל
וְהִנִּיחָם,והניחם
בְּחָמֵשׁ,בחמש
וְקָרַח,וקרח
כְּבֵין,כבין
יִקְרְחוּ,יקרחו
"בְּרֹאשָׁם""","בראשם"""
הַקָּרְחָה,הקורחה
כַּגָּרִיס,כגריס
שֵׂעָר,שיער
סְפִינָתוֹ,ספינתו
שֶׁטָּבְעָה,שטבעה
בַּיָּם,בים
וְהַשּׂוֹרֵט,והשורט
בִּבְשַׂר,בבשר
וְהַכּוֹתֵב,והכותב
כְּתֹבֶת,כתובת
מְסַיֵּעַ,מסייע
מְזִידִין,מזידין
מֵזִיד,מזיד
הַמֵּזִיד,המזיד
וְהַשּׁוֹגֵג,והשוגג
וְעִיקָרִים,ועיקרים
הַנִּגְרָרִים,הנגררים
כְּשֶׁיַּעֲשֶׂה,כשיעשה
וְיָשׁוּב,וישוב
חַטֹּאת,חטאות
וְהִתְוַדּוּ,והתוודו
וּוִדּוּי,ווידוי
מִתְוַדֶּה,מתוודה
אָנָּא,אנא
חָטָאתִי,חטאתי
עָוִיתִי,עוויתי
פָּשַׁעְתִּי,פשעתי
לְפָנֶיךָ,לפניך
וְעָשִׂיתִי,ועשיתי
נִחַמְתִּי,ניחמתי
וּבֹשְׁתִּי,ובושתי
בְּמַעֲשַׂי,במעשיי
עִיקָרוֹ,עיקרו
וּלְהַאֲרִיךְ,ולהאריך
מְשֻׁבָּח,משובח
שֶׁמְּבִיאִין,שמביאין
קָרְבְּנוֹתֵיהֶם,קרבנותיהם
שִׁגְגָתָן,שגגתן
זְדוֹנָן,זדונן
מִתְכַּפֵּר,מתכפר
בְּקָרְבָּנָם,בקרבנם
שֶׁיַּעֲשׂוּ,שיעשו
וְיִתְוַדּוּ,ויתוודו
"""וְהִתְוַדָּה","""והתוודה"
מְחֻיְּבֵי,מחוייבי
וּמְחֻיְּבֵי,ומחוייבי
בְּמִיתָתָם,במיתתם
בִּלְקִיָּתָם,בלקייתם
שֶׁשִּׁלַּם,ששילם
שֶׁיִּתְוַדֶּה,שיתוודה
שָׂעִיר,שעיר
הַמִּשְׁתַּלֵּחַ,המשתלח
עֲוֺנֹת,עוונות
מְכַפֵּר,מכפר
הַקַּלּוֹת,הקלות
וְהַחֲמוּרוֹת,והחמורות
שֶׁהוֹדַע,שהודע
הוֹדַע,הודע
בְּשָׂעִיר,בשעיר
הָעֲבֵרוֹת,העבירות
וּשְׁבוּעַת,ושבועת
וְשֶׁקֶר,ושקר
הַתְּשׁוּבָה,התשובה
מְכַפֶּרֶת,מכפרת
מַזְכִּירִין,מזכירין
"""וְרִשְׁעַת","""ורשעת"
הָרָשָׁע,הרשע
יִכָּשֶׁל,ייכשל
שׁוּבוֹ,שובו
"מֵרִשְׁעוֹ""","מרשעו"""
וְעַצְמוֹ,ועצמו
לַשָּׁבִים,לשבים
יְכַפֵּר,יכפר
"עֲלֵיכֶם""","עליכם"""
שֶׁהַתְּשׁוּבָה,שהתשובה
מִתְכַּפְּרִין,מתכפרין
בְּשָׁעָתָן,בשעתן
זָז,זז
מִשָּׁם,משם
וּבְאֵלּוּ,ובאלו
"""שׁוּבוּ","""שובו"
שׁוֹבָבִים,שובבים
"מְשׁוּבֹתֵיכֶם""","משובותיכם"""
תּוֹלָה,תולה
כְּרֵתוֹת,כרתות
וּמִיתוֹת,ומיתות
וְיִסּוּרִין,וייסורין
הַבָּאִין,הבאין
גּוֹמְרִין,גומרין
הַכַּפָּרָה,הכפרה
גְּמוּרָה,גמורה
"""וּפָקַדְתִּי","""ופקדתי"
בְשֵׁבֶט,בשבט
פִּשְׁעָם,פשעם
וּבִנְגָעִים,ובנגעים
"עֲוֺנָם""","עוונם"""
וְהִגִּיעַ,והגיע
וּבָאוּ,ובאו
וּמִיתָה,ומיתה
"""וְנִגְלָה","""ונגלה"
בְאָזְנָי,באוזניי
יְכֻפַּר,יכופר
הֶעָוֺן,העוון
"תְּמֻתוּן""","תמותון"""
אֵיזוֹ,איזו
לְיָדוֹ,לידו
מִכִּשְׁלוֹן,מכשלון
בַּעֲבֵרָה,בעבירה
נִתְיַחַד,נתייחד
בְּאַהֲבָתוֹ,באהבתו
וּבְכוֹחַ,ובכוח
וּבַמְּדִינָה,ובמדינה
"""וּזְכֹר","""וזכור"
בּוֹרְאֶיךָ,בוראך
"בְּחוּרֹתֶיךָ""","בחורותיך"""
שָׁב,שב
זִקְנוּתוֹ,זקנותו
מְעֻלָּה,מעולה
מוֹעֶלֶת,מועלת
עֲווֹנוֹתָיו,עוונותיו
נִמְחָלִין,נמחלין
"""עַד","""עד"
תֶחְשַׁךְ,תחשך
"הַשֶּׁמֶשׁ""","השמש"""
הַמִּיתָה,המיתה
זָכַר,זכר
וְשָׁב,ושב
נִסְלַח,נסלח
שֶׁיַּעֲזֹב,שיעזוב
וִיסִירֶנּוּ,ויסירנו
מִמַּחְשַׁבְתּוֹ,ממחשבתו
וְיִגְמֹר,ויגמור
יַעֲשֵׂהוּ,יעשהו
"""יַעֲזֹב","""יעזוב"
אָוֶן,אוון
"מַחְשְׁבֹתָיו""","מחשבותיו"""
יִתְנַחַם,יתנחם
שׁוּבִי,שובי
הִוָּדְעִי,היוודעי
סָפַקְתִּי,ספקתי
"יָרֵךְ""","ירך"""
וְיָעִיד,ויעיד
תַּעֲלוּמוֹת,תעלומות
הַחֵטְא,החטא
נֹאמַר,נאמר
לְמַעֲשֵׂה,למעשה
יָדֵינוּ,ידינו
יְרֻחַם,ירוחם
עִנְיָנוֹת,עניינות
שֶׁגָּמַר,שגמר
הַמִּתְוַדֶּה,המתוודה
גָמַר,גמר
לְטוֹבֵל,לטובל
וְשֶׁרֶץ,ושרץ
הַטְּבִילָה,הטבילה
שֶׁיַּשְׁלִיךְ,שישליך
"""וּמוֹדֶה","""ומודה"
וְעֹזֵב,ועוזב
"יְרֻחָם""","ירוחם"""
לִפְרֹט,לפרוט
"""אָנָּא","""אנא"
חֲטָאָה,חטאה
וַיַּעֲשׂוּ,ויעשו
הַשָּׁב,השב
בִּבְכִי,בבכי
וּבְתַחֲנוּנִים,ובתחנונים
וּמִתְרַחֵק,ומתרחק
וּמְשַׁנֶּה,ומשנה
וּלְדֶרֶךְ,ולדרך
וְגוֹלֶה,וגולה
מִמְּקוֹמוֹ,ממקומו
שֶׁגָּלוּת,שגלות
לְהִכָּנַע,להיכנע
וּשְׁבָח,ושבח
לַשָּׁב,לשב
וְיוֹדִיעַ,ויודיע
פְּשָׁעָיו,פשעיו
וּמְגַלֶּה,ומגלה
אָמְנָם,אומנם
וַהֲרֵינִי,והריני
וְנִחַם,וניחם
הַמִּתְגָּאֶה,המתגאה
מְכַסֶּה,מכסה
תְּשׁוּבָתוֹ,תשובתו
"""מְכַסֶּה","""מכסה"
פְשָׁעָיו,פשעיו
"יַצְלִיחַ""","יצליח"""
בַּעֲבֵרוֹת,בעבירות
לְפַרְסַם,לפרסם
וְעַזּוּת,ועזות
גִּלָּם,גילם
וּפוֹרֵט,ופורט
חֲטָאָיו,חטאיו
וּמִתְוַדֶּה,ומתוודה
נִתְגַּלָּה,נתגלה
עֲווֹנוֹ,עוונו
נְשׂוּי,נשוי
פֶּשַׁע,פשע
כְּסוּי,כסוי
"חֲטָאָה""","חטאה"""
וְהַצְּעָקָה,והצעקה
יָפָה,יפה
בַּעֲשֶׂרֶת,בעשרת
מִתְקַבֶּלֶת,מתקבלת
"""דִּרְשׁוּ","""דרשו"
בְּהִמָּצְאוֹ,בהימצאו
קְרָאֻהוּ,קראוהו
בִּהְיוֹתוֹ,בהיותו
"קָרוֹב""","קרוב"""
בַּיָּחִיד,ביחיד
בַּצִּבּוּר,בציבור
וְצוֹעֲקִין,וצועקין
"""כַּה'","""כה'"
קָרְאֵנוּ,קוראנו
וְלָרַבִּים,ולרבים
וּסְלִיחָה,וסליחה
וּלְהִתְוַדּוֹת,ולהתוודות
וּמִצְוַת,ומצות
יֵחָנֵק,ייחנק
בַּסְּעוֹדָה,בסעודה
שֶׁהִתְוַדָּה,שהתוודה
וְחוֹזֵר,וחוזר
בַּשַּׁחְרִית,בשחרית
וּבַמּוּסָף,ובמוסף
וּבַמִּנְחָה,ובמנחה
וּבַנְּעִילָה,ובנעילה
וְהֵיכָן,והיכן
תְּפִלָּתוֹ,תפילתו
וּשְׁלִיחַ,ושליח
בִּבְרָכָה,בברכה
הַוִּדּוּי,הווידוי
חָטָאנוּ,חטאנו
פְשָׁעַי,פשעיי
אֵדָע,אדע
וְחַטָּאתִי,וחטאתי
נֶגְדִּי,נגדי
מְכַפְּרִין,מכפרין
בָּעַל,בעל
הַמְּקַלֵּל,המקלל
גּוֹזְלוֹ,גוזלו
נִמְחָל,נמחל
וִירַצֵּהוּ,וירצהו
שֶׁהִחְזִיר,שהחזיר
לְרַצּוֹתוֹ,לרצותו
הִקְנִיט,הקניט
לְפַיְּסוֹ,לפייסו
וְלִפְגֹּעַ,ולפגוע
שׁוּרָה,שורה
מֵרֵעָיו,מריעיו
וּפוֹגְעִין,ופוגעין
וּמְבַקְּשִׁין,ומבקשין
נִתְרַצָּה,נתרצה
מַנִּיחוֹ,מניחו
יִתְפַּיַּס,יתפייס
לְרַצּוֹת,לרצות
וְקָשֶׁה,וקשה
וּבְשָׁעָה,ובשעה
שֶׁמְּבַקֵּשׁ,שמבקש
מוֹחֵל,מוחל
בְּלֵבָב,בלבב
וּבְנֶפֶשׁ,ובנפש
חֲפֵצָה,חפצה
הֵצֵר,הצר
וְחָטָא,וחטא
יִקֹּם,ייקום
וְיִטֹּר,וייטור
וְלִבָּם,וליבם
הַנָּכוֹן,הנכון
עַרְלֵי,ערלי
"""וְעֶבְרָתוֹ","""ועברתו"
שְׁמָרָה,שמרה
"נֶצַח""","נצח"""
הַגִּבְעוֹנִים,הגבעונים
מָחֲלוּ,מחלו
"""וְהַגִּבְעֹנִים","""והגבעונים"
"הֵמָּה""","המה"""
קִבְרוֹ,קברו
וְלִפְלוֹנִי,ולפלוני
שֶׁעָשִׂיתִי,שעשיתי
יַחְזִירוֹ,יחזירו
לְיוֹרְשָׁיו,ליורשיו
זָכִיּוֹת,זכייות
וַעֲווֹנוֹת,ועוונות
שֶׁזָּכִיּוֹתָיו,שזכייותיו
שֶׁעֲווֹנוֹתָיו,שעוונותיו
זָכִיּוֹתָיו,זכייותיו
יוֹשְׁבֶיהָ,יושביה
מְרֻבּוֹת,מרובות
עֲווֹנוֹתֵיהֶם,עוונותיהם
צַדֶּקֶת,צדקת
מְרֻבִּין,מרובין
רִשְׁעָה,רשעה
בְּרִשְׁעוֹ,ברשעו
"עֲוֺנֵךְ""","עוונך"""
שֶׁעֲווֹנוֹתֶיהָ,שעוונותיה
אוֹבֶדֶת,אובדת
"""זַעֲקַת","""זעקת"
סְדֹם,סדום
וַעֲמֹרָה,ועמורה
"רָבָּה""","רבה"""
נִשְׁחָתִין,נשחתין
"""וַיַּרְא","""וירא"
רָעַת,רעת
וְשִׁקּוּל,ושיקול
הַזָּכִיּוֹת,הזכייות
וְהָעֲווֹנוֹת,והעוונות
גָּדְלָן,גודלן
עֲווֹנוֹת,עוונות
"""יַעַן","""יען"
"""וְחוֹטֶא","""וחוטא"
יְאַבֵּד,יאבד
"הַרְבֵּה""","הרבה"""
שׁוֹקְלִין,שוקלין
עוֹרְכִין,עורכין
הָעֲווֹנוֹת,העוונות
שֶׁנִּחַם,שניחם
וְתָהָה,ותהה
הוֹעַלְתִּי,הועלתי
בַּעֲשִׂיָּתָן,בעשייתן
עָשִׂיתִי,עשיתי
"""וְצִדְקַת","""וצדקת"
תַצִּילֶנּוּ,תצילנו
"רִשְׁעוֹ""","רשעו"""
בְּתוֹהֶה,בתוהה
שֶׁשּׁוֹקְלִין,ששוקלין
וְזָכִיּוֹתָיו,וזכייותיו
מִבָּאֵי,מבאי
נֶחְתָּם,נחתם
לְחַיִּים,לחיים
לְמִיתָה,למיתה
וְהַבֵּינוֹנִי,והבינוני
שֶׁתְּקִיעַת,שתקיעת
גְּזֵרַת,גזירת
עוּרוּ,עורו
מִשִּׁינַתְכֶם,משינתכם
וְהָקִיצוּ,והקיצו
נִרְדָּמִים,נרדמים
מִתַּרְדֵּמַתְכֶם,מתרדמתכם
וְחַפְּשׂוּ,וחפשו
בְּמַעֲשֵׂיכֶם,במעשיכם
וְחִזְרוּ,וחזרו
וְזִכְרוּ,וזכרו
בּוֹרַאֲכֶם,בוראכם
הַשּׁוֹכְחִים,השוכחים
בְּהַבְלֵי,בהבלי
וְשׁוֹגִים,ושוגים
שְׁנָתָם,שנתם
וְרִיק,וריק
יוֹעִיל,יועיל
יַצִּיל,יציל
הַבִּיטוּ,הביטו
לְנַפְשׁוֹתֵיכֶם,לנפשותיכם
וְהֵטִיבוּ,והטיבו
דַּרְכֵיכֶם,דרכיכם
וּמַעַלְלֵיכֶם,ומעלליכם
וְיַעֲזֹב,ויעזוב
וּמַחְשַׁבְתּוֹ,ומחשבתו
שֶׁיִּרְאֶה,שייראה
חֶצְיוֹ,חצייו
זַכָּאי,זכאי
וְחֶצְיוֹ,וחצייו
הִכְרִיעַ,הכריע
וְהִכְרִיעַ,והכריע
תְּשׁוּעָה,תשועה
וְהַצָּלָה,והצלה
"""וְצַדִּיק","""וצדיק"
שֶׁצִּדַּק,שצידק
וְהִצִּילוֹ,והצילו
בִּצְדָקָה,בצדקה
וּבְמַעֲשִׂים,ובמעשים
וְלַעְסֹק,ולעסוק
מֵרֹאשׁ,מראש
וְנָהֲגוּ,ונהגו
לָקוּם,לקום
וּלְהִתְפַּלַּל,ולהתפלל
תַּחֲנוּנִים,תחנונים
כִּבּוּשִׁין,כיבושין
שֶׁיֵּאוֹר,שיאור
מְחַשְּׁבִין,מחשבין
מִשְּׁלִישִׁי,משלישי
וְאִלַּךְ,ואילך
מִצְטָרְפִין,מצטרפין
מֵעָווֹן,מעוון
שֶׁהַשְּׁלִישִׁי,שהשלישי
נֶחְשָׁב,נחשב
נִמְחֲלוּ,נמחלו
הַשְּׁנַיִם,השניים
הָרְבִיעִי,הרביעי
נִמְחַל,נמחל
סוֹפָן,סופן
"""הֶן","""הן"
יִפְעַל,יפעל
"גָּבֶר""","גבר"""
וּשְׁלִישִׁי,ושלישי
שְׁלֹשָׁה,שלושה
פִּשְׁעֵי,פשעי
"אֲשִׁיבֶנּוּ""","אשיבנו"""
וּכְשֶׁמְּחַשְּׁבִין,וכשמחשבין
מֵרְבִיעִי,מרביעי
שֶׁעֲווֹנוֹתֵיהֶם,שעוונותיהם
חַטֹּאותֵיהֶם,חטאותיהם
שֶׁחָטְאוּ,שחטאו
"""וְעַמֵּךְ","""ועמך"
יִירְשׁוּ,יירשו
"אָרֶץ""","ארץ"""
חֲסִידֵי,חסידי
נִכְרָתִין,נכרתין
וְאוֹבְדִין,ואובדין
וְנִדּוֹנִין,ונידונין
גֹּדֶל,גודל
רִשְׁעָם,רשעם
וְחַטָּאתָם,וחטאתם
וְהָאֲפֵיקוֹרוֹסִים,והאפיקורוסים
וְהַכּוֹפְרִים,והכופרים
בִּתְחָיַת,בתחיית
בְּבִיאַת,בביאת
הַגּוֹאֵל,הגואל
וְהַמְּשֻׁמָּדִים,והמשומדים
וּמַחְטִיאֵי,ומחטיאי
וְהַפּוֹרְשִׁים,והפורשים
כִּיהוֹיָקִים,כיהויקים
וְהַמּוֹסְרִים,והמוסרים
וּמַטִּילֵי,ומטילי
וְשׁוֹפְכֵי,ושופכי
וְהַמּוֹשֵׁךְ,והמושך
עָרְלָתוֹ,עורלתו
מִינִים,מינים
תְּמוּנָה,תמונה
וְצוּר,וצור
זוּלָתוֹ,זולתו
מֵלִיץ,מליץ
מֵחֲמִשָּׁה,מחמישה
אֲפֵיקוֹרוֹסִים,אפיקורוסים
נְבוּאָה,נבואה
מַדָּע,מדע
שֶׁמַּגִּיעַ,שמגיע
מֵהַבּוֹרֵא,מהבורא
לְלֵב,ללב
וְהַמַּכְחִישׁ,והמכחיש
אֲפֵיקוֹרוֹס,אפיקורוס
תֵּבָה,תיבה
אֲמָרוֹ,אמרו
וְהִכְחִישׁ,והכחיש
מַגִּידֶיהָ,מגידיה
צַדּוּק,צדוק
שֶׁהַבּוֹרֵא,שהבורא
הִחְלִיף,החליף
וּכְבָר,וכבר
בָּטְלָה,בטלה
וְהַהַגְרִיִּים,וההגריים
הַמְּשֻׁמָּדִים,המשומדים
לַעֲבֵרָה,לעבירה
וְהַמְּשֻׁמָּד,והמשומד
שֶׁהִחְזִיק,שהחזיק
וְנִתְפַּרְסַם,ונתפרסם
וְהֻרְגַּל,והורגל
שֶׁהֻחְזַק,שהוחזק
לְדָתֵי,לדתי
שֶׁגּוֹזְרִין,שגוזרין
וְיִדָּבֵק,ויידבק
בֶּצַע,בצע
שְׁפָלִים,שפלים
וְנִרְדָּפִים,ונרדפים
שֶׁיִּדָּבֵק,שיידבק
שֶׁיָּדָן,שידן
מַחְטִיאֵי,מחטיאי
שֶׁהִחְטִיא,שהחטיא
שֶׁיֶּחֶטְאוּ,שיחטאו
כִּמְנַשֶּׁה,כמנשה
שֶׁיַּעַבְדוּ,שיעבדו
שֶׁהִטְעָה,שהטעה
וְהִדִּיחָם,והדיחם
נִבְדַּל,נבדל
מֵעֲדַת,מעדת
בְּצָרָתָן,בצרתן
מִתְעַנֶּה,מתענה
בְּתַעְנִיתָן,בתעניתן
בְּדַרְכּוֹ,בדרכו
מִגּוֹיֵי,מגויי
שֶׁהֵעִיז,שהעיז
מִצְחוֹ,מצחו
וְגִלָּה,וגילה
הַמּוֹסְרִים,המוסרים
הַמּוֹסֵר,המוסר
וְהַמּוֹסֵר,והמוסר
מַטִּילֵי,מטילי
הָרוֹדֶה,הרודה
בְּחָזְקָה,בחוזקה
יְרֵאִים,יראים
וּפוֹחֲדִים,ופוחדים
וְכַוָּנָתוֹ,וכוונתו
חֲפָצָיו,חפציו
מַלְכֵי,מלכי
שֶׁמָּנִינוּ,שמנינו
שֶׁהָרָגִיל,שהרגיל
וּלְהִזָּהֵר,ולהיזהר
הַמְּכַנֶּה,המכנה
וְהַקּוֹרֶא,והקורא
וְהַמַּלְבִּין,והמלבין
רִבּוֹתָיו,רבותיו
הַמּוֹעֲדוֹת,המועדות
וְהַמְּחַלֵּל,והמחלל
בְּשֶׁמֵּת,בשמת
מֵרִשְׁעוֹ,מרשעו
שֶׁעוֹמֵד,שעומד
וּבָאַחֲרוֹנָה,ובאחרונה
"""שָׁלוֹם","""שלום"
לָרָחוֹק,לרחוק
וְלַקָּרוֹב,ולקרוב
"וּרְפָאתִיו""","ורפאתיו"""
וְהַפּוֹשְׁעִים,והפושעים
בַּגָּלוּי,בגלוי
בְּמַטְמוֹנִיּוֹת,במטמונייות
בָנִים,בנים
"שׁוֹבָבִים""","שובבים"""
שׁוֹבָב,שובב
וְאַרְבָּעָה,וארבעה
מְעַכְּבִין,מעכבין
מַסְפִּיק,מספיק
הַמַּחְטִיא,המחטיא
וְהַמַּטֶּה,והמטה
וּמַדִּיחַ,ומדיח
וְהָרוֹאֶה,והרואה
בְּתַרְבּוּת,בתרבות
וּבְנוֹ,ובנו
מִחָה,מיחה
כְּמַחְטִיא,כמחטיא
בַּאֲחֵרִים,באחרים
בְּכִשְׁלוֹנָן,בכשלונן
אֶחֱטָא,אחטא
וְאָשׁוּב,ואשוב
נוֹעֲלִין,נועלין
עוֹשֵׂיהֶן,עושיהן
שֶׁבִּזְמָן,שבזמן
בַּזָּכִיּוֹת,בזכייות
וְהַחוֹלֵק,והחולק
שֶׁמַּחְלֻקְתּוֹ,שמחלוקתו
גּוֹרֶמֶת,גורמת
