Chaser, Maleh
סְמִי,סמי
וְהָאֳכָלִין,והאוכלין
הַבָּאִין,הבאין
שֶׁרֶץ,שרץ
יִשָּׁתֶה,ישתה
וּגְזֵרָה,וגזירה
דְּאִטַּמְּאוּ,דאיטמאו
דְּזָב,דזב
יָרֹק,ירוק
בַּטָּהוֹר,בטהור
שֶּׁבְּיַד,שביד
וְיָדַיִם,וידים
וְהִלֵּל,והלל
יוֹעֶזֶר,יועזר
צְרֵדָה,צרידה
וְיוֹסֵי,ויוסי
כְּתֻבָּה,כתובה
לָאִשָּׁה,לאשה
וְגָזַר,וגזר
מַתָּכוֹת,מתכות
וְשַׁמַּאי,ושמאי
לִתְלוֹת,לתלות
תַּלְמִידַיְהוּ,תלמידייהו
וּגְזַרוּ,וגזרו
לִשְׂרֹף,לשרוף
אִלְפָא,אילפא
גְּזֵרָתָן,גזירתן
לִשְׂרֵפָה,לשריפה
קַבִּלוּ,קבלו
וְקַבִּלוּ,וקבלו
וְאַכַּתִּי,ואכתי
שֶׁתִּקֵּן,שתיקן
עֵירוּבִין,עירובין
וּנְטִילַת,ונטילת
לְקׇדָשִׁים,לקדשים
וּגְזוּר,וגזור
לִתְרוּמָה,לתרומה
הֻשְׁווּ,הושוו
וּלְמָחָר,ולמחר
מִקַּב,מקב
חַלָּה,חלה
מִקַּבַּיִים,מקביים
מִשֶּׁהִגְדִּילוּ,משהגדילו
הַמִּדּוֹת,המדות
רְבָעִים,רבעים
קֶמַח,קמח
הִין,הין
שְׁאוּבִים,שאובים
פּוֹסְלִים,פוסלים
הַמִּקְוֶה,המקוה
גַרְדִּיִּים,גרדיים
מִשַּׁעַר,משער
הָאַשְׁפָּה,האשפה
שֶׁבִּירוּשָׁלַיִם,שבירושלים
וְהֵעִידוּ,והעידו
שֶׁשְּׁלֹשָׁה,ששלשה
וְקִיְּמוּ,וקיימו
שְׁעָתָן,שעתן
מִפְּקִידָה,מפקידה
לִפְקִידָה,לפקידה
לְיָמִים,לימים
מֵעֵת,מעת
מְמַעֵט,ממעט
וּמִפְּקִידָה,ומפקידה
וְהָאִיכָּא,והאיכא
דְּרַבְּוָתָא,דרבוותא
הַבּוֹצֵר,הבוצר
לַגַּת,לגת
הֻכְשַׁר,הוכשר
דְּהַהִיא,דההיא
שָׁתֵק,שתיק
לְשַׁמַּאי,לשמאי
דִּשְׁמֹנִים,דשמנים
חָרַב,חרב
פָּשְׁטָה,פשטה
גָּלְתָה,גלתה
וְיָשְׁבָה,וישבה
בַּחֲנוּיוֹת,בחנויות
דָּנוּ,דנו
קְנָסוֹת,קנסות
וְשִׁמְעוֹן,ושמעון
נְשִׂיאוּתָן,נשיאותן
אַגֻּשָּׁא,אגושא
וְאַאַוֵּרָא,ואאוירא
אַאַוֵּרָא,אאוירא
דַּחֲדָא,דחדא
גְּזֵרְתָא,גזירתא
דִּתְחִלַּת,דתחילת
סְפֵקוֹת,ספקות
שׂוֹרְפִין,שורפין
בִּגְדֵי,בגדי
הַנִּמְצָאִין,הנמצאין
הָרֻקִּין,הרוקין
שֶׁכְּנֶגֶד,שכנגד
מַגָּעָן,מגען
טֻמְאָתָן,טומאתן
כִּדְקָאֵי,כדקאי
בְּרִיָּתָן,ברייתן
הַחוֹל,החול
כִּכְלֵי,ככלי
חֶרֶס,חרס
בְּמִקְוֶה,במקוה
חוֹצְצִין,חוצצין
הַזֶּפֶת,הזפת
וְהַמֹּר,והמור
בִּכְלֵי,בכלי
בְמַאי,במאי
שֶׁנִּקְּבוּ,שניקבו
וְהִטִּיף,והטיף
אֲבָר,אבר
הַמַּעֲמִיד,המעמיד
לִטַּמּוּ,ליטמו
מִגַּבָּן,מגבן
נֶתֶר,נתר
מִטַּמְּאִין,מיטמאין
וּמְטַמְּאִין,ומטמאין
מֵאֲוִירֵיהֶן,מאויריהן
וּמִטַּמְּאִין,ומיטמאין
מֵאֲחוֹרֵיהֶן,מאחוריהן
מִגַּבֵּיהֶן,מגביהן
וּשְׁבִירָתָן,ושבירתן
מְטַהַרְתָּן,מטהרתן
דְּטֻמְאָתָן,דטומאתן
יַחְזְרוּ,יחזרו
לְטֻמְאָתָן,לטומאתן
יְשָׁנָה,ישנה
פְּשׁוּטֵיהֶן,פשוטיהן
וּמְקַבְּלֵיהֶן,ומקבליהן
נִשְׁבְּרוּ,נשברו
טָהָרוּ,טהרו
וְטֻמְאָה,וטומאה
בְּטֻמְאָה,בטומאה
אַחִיתוּ,אחיתו
פְּשׁוּטֵי,פשוטי
הֶכֵּירָא,היכירא
וְקׇדָשִׁים,וקדשים
לִכְלֵי,לכלי
וּדְקָא,ודקא
וְנִרְאֶה,ונראה
כְּתוּבָה,כתובה
הַזָּהָב,הזהב
הַכָּסֶף,הכסף
לְטֻמְאָה,לטומאה
הַמַּלְכָּה,המלכה
שֶׁעָשְׁתָה,שעשתה
מִשְׁתֶּה,משתה
לִבְנָהּ,לבנה
וְנִטְמְאוּ,ונטמאו
כֵּלֶיהָ,כליה
וְשִׁבְּרָתַן,ושברתן
וּנְתָנָתַן,ונתנתן
לְצוֹרֵף,לצורף
וְרִתְּכָן,וריתכן
גֶּדֶר,גדר
נָגְעוּ,נגעו
הַטֻּמְאוֹת,הטמאות
לְטֻמְאַת,לטומאת
יִקֳּבֶנּוּ,יקבנו
דְּרַצְפִינְהוּ,דרצפינהו
מִרְצָף,מרצף
הַצִּנּוֹר,הצינור
אֲדָמָה,אדמה
גְלָלִים,גללים
הַשּׁוֹכֵחַ,השוכח
בַּשּׁוֹכֵחַ,בשוכח
וּמוֹדִים,ומודים
בֶּחָצֵר,בחצר
עוֹמֶדֶת,עומדת
כְּשֶׁהִנִּיחָם,כשהניחם
קִשּׁוּר,קישור
עָבִים,עבים
פִּזּוּר,פיזור
שֶׁהִנִּיחָם,שהניחם
וְנִתְקַשְּׁרוּ,ונתקשרו
בָּצְרִי,בצרי
מֵעֲרִיסָתָן,מעריסתן
בְּעֹבִי,בעובי
הַמַּרְדֵּעַ,המרדע
אֲקַפֵּחַ,אקפח
מְקֻפַּחַת,מקופחת
הַשּׁוֹמֵעַ,השומע
הָאִכָּר,האיכר
וּמַרְדְּעוֹ,ומרדעו
וְאִהֵל,ואיהל
צִדּוֹ,צדו
הַקֶּבֶר,הקבר
טִמְּאוּ,טמאו
הַמַּאֲהִילִים,המאהילים
אֲתַקֵּן,אתקן
קַיָּמִים,קיימים
הַמִּטַּלְטְלִים,המטלטלים
שֶׁנּוֹשֵׂא,שנושא
בְּפוֹתֵחַ,בפותח
וּמַרְדֵּעַ,ומרדע
בְּעׇבְיוֹ,בעביו
בְּהֶקֵּפוֹ,בהקיפו
הֶקֵּפוֹ,היקפו
עׇבְיוֹ,עוביו
שֶׁהֲלָכָה,שהלכה
בָּצְרוּ,בצרו
וּבְאִדַּךְ,ובאידך
בּוֹצְרִין,בוצרין
מוֹסְקִין,מוסקין
תַּקְנִיטֵנִי,תקניטני
הַמְּסִיקָה,המסיקה
נָעֲצוּ,נעצו
וְהַיּוֹצֵא,והיוצא
כָּפוּף,כפוף
כְּאֶחָד,כאחד
יִבְצְרֶנּוּ,יבצרנו
בְּקֻפּוֹת,בקופות
טְמֵאוֹת,טמאות
חוֹשֵׁב,חושב
מְזֻפָּפוֹת,מזופפות
הַנּוֹשְׁכוֹת,הנושכות
לְכַרְמוֹ,לכרמו
לֵידַע,לידע
הִגִּיעוּ,הגיעו
לִבְצִירָה,לבצירה
אֶשְׁכּוֹל,אשכול
לְסׇחֳטוֹ,לסוחטו
וּמְזַלֵּף,ומזלף
בְּצִירָה,בצירה
טוֹפֵחַ,טופח
רִשְׁבָּא,רישבא
דַּחֲשִׁידִי,דחשידי
אַפְרוֹשֵׁי,אפרושי
לַפְרְשׁוּ,ליפרשו
כְּדִשְׁמוּאֵל,כדשמואל
הֵימוֹנֵי,הימוני
מְהֵימְנֵי,מהימני
מַשְׁהֵי,משהי
תַקָּלָה,תקלה
שֶׁהֶחֱשִׁיךְ,שהחשיך
כִּיסוֹ,כיסו
אֲבִימִי,אבימי
סִנְוְתָאָה,סנוותאה
וְשַׁמְנָן,ושמנן
וְיֵינָן,ויינן
וּבְנוֹתֵיהֶן,ובנותיהן
שִׁבְסְרֵי,שיבסרי
שַׁמְנָן,שמנן
יֵינָן,יינן
אֻלְמֵהּ,אולמיה
דְּשֶׁמֶן,דשמן
מִפַּת,מפת
בְּנוֹתֵיהֶן,בנותיהן
שֶׁמְטַמֵּא,שמטמא
בְּזִיבָה,בזיבה
בְּמִשְׁכַּב,במשכב
שׁוֹרִין,שורין
וְסַמָּנִים,וסמנים
וְכַרְשִׁינִין,וכרשינין
שֶׁיִּשּׁוֹרוּ,שישורו
אֻנִּין,אונין
הַתַּנּוּר,התנור
שֶׁיַּהְבִּילוּ,שיהבילו
הַצֶּמֶר,הצמר
לַיּוֹרָה,ליורה
שֶׁיִּקְלֹט,שיקלוט
הָעַיִן,העין
פּוֹרְסִין,פורסין
מְצוּדוֹת,מצודות
שֶׁיִּצּוֹדוּ,שיצודו
מוֹכְרִין,מוכרין
טוֹעֲנִין,טוענין
מַגְבִּיהִין,מגביהין
שֶׁיַּגִּיעַ,שיגיע
לְעַבְּדָן,לעבדן
לְכוֹבֵס,לכובס
שֶׁיֵּעָשׂוּ,שיעשו
וּבְכֻלָּן,ובכולן
נוֹהֲגִין,נוהגין
שֶׁטּוֹעֲנִין,שטוענין
וְעִגּוּלֵי,ועיגולי
נְתִינַת,נתינת
לִדְיוֹ,לדיו
שְׁרִיָּתָן,שרייתן
הַקֶּמַח,הקמח
הָאַחֲרוֹן,האחרון
שֶׁיְּגַבֵּל,שיגבל
בְּקֶמַח,בקמח
גִּבּוּל,גיבול
לִחַיַּב,ליחייב
הָאֵפֶר,האפר
פּוֹתְקִין,פותקין
לַגִּנָּה,לגינה
וּמִתְמַלֵּאת,ומתמלאת
וּמַנִּיחִין,ומניחין
מֻגְמָר,מוגמר
וּמִתְגַּמְּרִין,ומתגמרין
וְהוֹלְכִין,והולכין
גׇּפְרִית,גפרית
וּמִתְגַּפְּרִין,ומתגפרין
קִילוֹר,קילור
וְאִסְפְּלָנִית,ואיספלנית
וּמִתְרַפֵּאת,ומתרפאת
הָרֵחַיִם,הריחים
שֶׁיִּטָּחֲנוּ,שיטחנו
שֶׁמַּשְׁמַעַת,שמשמעת
שְׁבִיתַת,שביתת
וּבְכֹל,ובכל
תִּשָּׁמֵרוּ,תשמרו
לְרַבּוֹת,לרבות
וּמֻגְמָר,ומוגמר
שָׁרוּ,שרו
וּמֵנָח,ומינח
נַיְחָא,נייחא
מְצוּדַת,מצודת
וְעוֹף,ועוף
בְּלֶחִי,בלחי
וְקוּקְרֵי,וקוקרי
דְּקָעָבֵד,דקעביד
וְגׇפְרִית,וגפרית
אַאַרְעָא,אארעא
גִּיגִית,גיגית
וְנֵר,ונר
וְשַׁפּוּד,ושפוד
דְּמַפְקַר,דמפקר
אַפְקוֹרֵי,אפקורי
עֲסָסִיּוֹת,עססיות
וְתֻרְמְסִין,ותורמסין
וְתַנִּיחַ,ותניח
לְמוֹצָאֵי,למוצאי
נַחְתּוֹם,נחתום
חָבִית,חבית
יְחַתֶּה,יחתה
בַּגֶּחָלִים,בגחלים
לִגְזֹר,לגזור
מְחַתֵּי,מחתי
קֻטְרָא,קוטרא
וְקָשֵׁי,וקשי
לִגְזוֹר,ליגזור
דְּקָשֵׁי,דקשי
מְגַלּוּ,מגלו
צֶמֶר,צמר
בְּיוֹרָה,ביורה
עֲקוּרָה,עקורה
וְנֵיחוּשׁ,וניחוש
מֵגִיס,מגיס
בַּעֲקוּרָה,בעקורה
וְטוּחָה,וטוחה
חַיְּתָא,חייתא
לְאַנּוּחַהּ,לאנוחה
בְּתַנּוּרָא,בתנורא
לְאוּרְתָּא,לאורתא
אַסּוֹחֵי,אסוחי
מַסַּח,מסח
לְחַתּוֹיֵי,לחתויי
וּבְשִׁיל,ובשיל
בְּשִׁיל,בשיל
שְׁדָא,שדא
דְּגַדְיָא,דגדיא
וּשְׁרִיק,ושריק
דְּבַרְחָא,דברחא
שְׁרִיק,שריק
וּלְרַב,ולרב
דְּשָׁרֵי,דשרי
צוֹלִין,צולין
שֶׁיִּצּוֹלוּ,שיצולו
אַגֻּמְרֵי,אגומרי
קַרָא,קרא
כְּבִשְׂרָא,כבשרא
דְגַדְיָא,דגדיא
יִמְכֹּר,ימכור
חֶפְצוֹ,חפצו
יַשְׁאִילֶנּוּ,ישאילנו
יַלְוֶנּוּ,ילונו
לַחוֹמָה,לחומה
לְפָרֵשׁ,לפרש
חֲמֵצוֹ,חמצו
שֶׁמֻּתָּר,שמותר
לְאׇכְלוֹ,לאכלו
לְמׇכְרוֹ,למוכרו
כֻּתָּח,כותח
הַבַּבְלִי,הבבלי
לִמְכּוֹר,למכור
הַכֶּלֶב,הכלב
רְמֵי,רמי
יַשְׂכִּיר,ישכיר
מְשַׁלְּחִין,משלחין
אִגְּרוֹת,איגרות
הֶחָסִיד,החסיד
אִגֶּרֶת,אגרת
קוֹצֵץ,קוצץ
קָצַץ,קצץ
דִּקְבִיעַ,דקביע
דַוָּאר,דואר
בְּמָתָא,במתא
מַפְלִיגִין,מפליגין
וּפוֹסֵק,ופוסק
שׁוֹבֵת,שובת
וּמִצֹּר,ומצור
לְצַיְדָּן,לצידן
צָרִין,צרין
עֲיָרוֹת,עיירות
רִדְתָּהּ,רדתה
וּצְבוּעִים,וצבועים
וּמִדִּבְרֵיהֶם,ומדבריהם
שֶׁהַלְּבָנִים,שהלבנים
קָשִׁים,קשים
לְכַבְּסָן,לכבסן
הַצְּבוּעִין,הצבועין
מָנָא,מנא
דִצְבִיעָא,דצביעא
לְקַצָּרָא,לקצרא
כִּדְחִוָּרָא,כדחיורא
קַדְמוּךָ,קדמוך
נִתֵּב,ניתיב
וּבְמִשְׁחָא,ובמשחא
נִשְׁקוֹל,נישקול
אַפְסְדֵהּ,אפסדיה
דְּמַתְחֵהּ,דמתחיה
דְּכַוְּצֵהּ,דכווציה
הַשּׁוּם,השום
וְהַבֹּסֶר,והבוסר
וְהַמְּלִילוֹת,והמלילות
שֶׁרִסְּקָן,שריסקן
יִגְמֹר,יגמור
מִשֶּׁתֶּחְשַׁךְ,משתחשך
חַלּוֹת,חלות
וְיָצְאוּ,ויצאו
מֵעַצְמָן,מעצמן
בִּמְחֻסָּרִין,במחוסרין
דִּיכָה,דיכה
שְׁחִיקָה,שחיקה
כִּמְחֻסָּרִין,כמחוסרין
הוֹרָה,הורה
בַּדָּדִין,בדדין
וּמַחְצָלוֹת,ומחצלות
כְּרָכֵי,כרכי
דְזוּזֵי,דזוזי
לַחֲלָבָהּ,לחלבה
וְרָחֵל,ורחל
לְגִזָּתָהּ,לגיזתה
וְתַרְנְגֹלֶת,ותרנגולת
לְבֵיצָתָהּ,לביצתה
וְתוֹרֵי,ותורי
דְרִדְיָא,דרידיא
דְעִסְקָא,דעיסקא
וְקָמִפַּלְגִי,וקמיפלגי
דְּאוֹרִי,דאורי
בְּחַרְתָּא,בחרתא
דְאַרְגֵּז,דארגז
שַׁמְתֵּהּ,שמתיה
בְּאַתְרֵהּ,באתריה
אִבְּעַי,איבעי
לְמִעְבַּד,למיעבד
תַלְמִידֵי,תלמידי
מַצִּיל,מציל
וַחֲמֵשׁ,וחמש
בִּפְלֻגְתָּא,בפלוגתא
לַתַּנּוּר,לתנור
חֲרָרָה,חררה
שֶׁיִּקְרְמוּ,שיקרמו
שֶׁיִּקְרֹם,שיקרום
הַתַּחְתּוֹן,התחתון
מְשַׁלְשְׁלִין,משלשלין
וּמַאֲחִיזִין,ומאחיזין
בִּמְדוּרַת,במדורת
הַמּוֹקֵד,המוקד
וּבַגְּבוּלִין,ובגבולין
שֶׁתֶּאֱחֹז,שתאחוז
בְּרֻבּוֹ,ברובו
בְּפֶחָמִין,בפחמין
כְּמַאֲכָל,כמאכל
דְּרוֹסַאי,דרוסאי
בִּשּׁוּלֵי,בשולי
לְהַשְׁהוֹתוֹ,להשהותו
כִּירָה,כירה
גְּרוּפָה,גרופה
וּקְטוּמָה,וקטומה
תַּחְתּוֹן,תחתון
הַאיְךְ,האיך
דְּגַבֵּי,דגבי
תַנּוּר,תנור
הַמְדֻבָּקִין,המדובקין
מְנַתַּח,מנתח
מְנָהָנֵי,מנהני
תְבַעֲרוּ,תבערו
בְּכֹל,בכל
מֹשְׁבֹתֵיכֶם,מושבותיכם
מוֹשְׁבוֹתֵיכֶם,מושבותיכם
מַבְעִיר,מבעיר
וְכֹהֲנִים,וכהנים
וְנַנִּיחַ,ונניח
תַּחְתֵּיהֶן,תחתיהן
לְסַיּוֹעֵהּ,לסיועיה
וּבָעֵינַן,ובעינן
שֶׁיִּשָּׁחֵת,שישחת
מִמְּלֶאכֶת,ממלאכת
הָאֻמָּן,האומן
שֶׁתֹּאחַז,שתאחז
מִשְּׁנֵי,משני
קְצוֹתָיו,קצותיו
וְתוֹכוֹ,ותוכו
נָחָר,נחר
הֲיִצְלַח,היצלח
לִמְלָאכָה,למלאכה
וְהָאָח,והאח
מְבֹעָרֶת,מבערת
אָח,אח
אַחְוָנָא,אחוונא
שֶׁנִּדְלְקוּ,שנדלקו
בְּאַחְוָנָא,באחוונא
עֲרַבְתָּא,ערבתא
אֲגָדָן,אגדן
גַּרְעִינִין,גרעינין
בְּחוֹתָלוֹת,בחותלות
שֶׁאֲגָדָן,שאגדן
מְדוּרוֹת,מדורות
זֶפֶת,זפת
רְבָב,רבב
קַשׁ,קש
סִלְתֵּי,סילתי
פְּתִילָה,פתילה
הַמַּדְלִיק,המדליק
שֶׁיַּדְלִיק,שידליק
שׂוֹכָא,שוכא
דְאַרְזָא,דארזא
זָאזָא,זאזא
מַדְלִיקִין,מדליקין
וּבַמָּה,ובמה
בְּלֶכֶשׁ,בלכש
בְּחֹסֶן,בחוסן
בְּכָלָךְ,בכלך
בִּפְתִילַת,בפתילת
הָאִידָן,האידן
הַמִּדְבָּר,המדבר
בִּירוֹקָה,בירוקה
בְּזֶפֶת,בזפת
בְּשַׁעֲוָה,בשעוה
קִיק,קיק
שְׂרֵפָה,שריפה
בְּאַלְיָה,באליה
בְּחֵלֶב,בחלב
הַמָּדִי,המדי
לֶכֶשׁ,לכש
בְּעַמְרָנִיתָא,בעמרניתא
נְעֹרֶת,נעורת
הֶחָסוֹן,החסון
דְּחֹסֶן,דחוסן
כִּתָּנָא,כיתנא
דִּדְיִיק,דדייק
נְפִיץ,נפיץ
שְׁאֵלְתִּינְהוּ,שאלתינהו
נָחוֹתֵי,נחותי
יַמָּא,ימא
כֻּלְכָא,כולכא
גֻּשְׁקְרָא,גושקרא
דְּרַבָּנָא,דרבנא
לְבִישׁ,לביש
מְטַכְסָא,מטכסא
כָּלָךְ,כלך
שִׁירָא,שירא
פְּרַנְדָּא,פרנדא
הַשִּׁירָאִים,השיראים
וְהַכָּלָךְ,והכלך
וְהַסְּרִיקִין,והסריקין
דְרָבִין,דרבין
וְשִׁירָא,ושירא
אַחְוִינָא,אחוינא
דְטַמְרוּרִיתָא,דטמרוריתא
חֲזַנְהִי,חזינהו
לְהָנְהוּ,להנהו
אַרְבָתָא,ארבתא
אִידָן,אידן
קְלַף,קלף
וְאַחְוִי,ואחוי
עַמְרָנִיתָא,עמרניתא
דְּבֵינֵי,דביני
שַׁבְרָא,שברא
דַחֲרִצֵי,דחריצי
אִפָּרוֹכֵי,איפרוכי
מִפָּרְכָן,מפרכן
דְּאַרְבָּא,דארבא
דִידַן,דידן
מִכְוָץ,מכווץ
כָּוֵיץ,כוויץ
אִחֲרוֹכֵי,איחרוכי
מִחֲרַךְ,מיחרך
זִפְתָּא,זיפתא
שַׁעֲוָה,שעוה
קִירוּתָא,קירותא
פְּסוּל,פסול
פְּתִילוֹת,פתילות
שְׁמָנִים,שמנים
לִפְתִילוֹת,לפתילות
עִטְרָנָא,עטרנא
פְּסֻלְתָּא,פסולתא
דְזִפְתָּא,דזיפתא
דְּדֻבְשָׁא,דדובשא
לְמִקָּח,למקח
וּמִמְכָּר,וממכר
לְהִתְחַמֵּם,להתחמם
לַנֵּר,לנר
וְקִיק,וקיק
דְּקָאזָא,דקאזא
קִיקָיוֹן,קיקיון
דְּיוֹנָה,דיונה
וְלִצְלוּלִיבָא,ולצלוליבא
וּמִדֻּפְשְׁקֵי,ומדפשקי
חַנְוָתָא,חנותא
מַדְלָן,מדלן
יָתֵהּ,יתיה
וּמִפַּרְצִידוֹהִי,ומפרצידוהי
וּבְעַנְפוֹהִי,ובענפוהי
נָיְחָן,נייחן
בְּרִיחֵי,בריחי
דְמַעְרְבָא,דמערבא
שֶׁהָאוּר,שהאור
מְסַכְסֶכֶת,מסכסכת
נִמְשָׁכִין,נמשכין
הַפְּתִילָה,הפתילה
מֵרַבָּה,מרבה
וְיַדְלִיק,וידליק
גָּזְרִינַן,גזרינן
לְאַדְלוֹקֵי,לאדלוקי
בְּעֵינַיְהוּ,בעינייהו
כָּרַךְ,כרך
שֶׁמַּדְלִיקִין,שמדליקין
כּוֹרְכִין,כורכין
וּמַדְלִיקִין,ומדליקין
אַדְּמוֹתְבַתְּ,אדמותבת
מִדְּתַנָּא,מדתנא
לְהַדְלִיק,להדליק
לְהַקְפּוֹת,להקפות
מִחַסְּרָא,מיחסרא
שֶׁרַבָּן,שרבן
מְהֻתָּךְ,מהותך
וְקִרְבֵי,וקרבי
דָגִים,דגים
שֶׁנִּמּוֹחוּ,שנמוחו
וּמַדְלִיק,ומדליק
מִמַּשְׁכִי,ממשכי
קִרְבֵי,קרבי
נִמּוֹחוּ,נמוחו
וְלִגְזוֹר,וליגזור
גּוּפָהּ,גופה
וּשְׁמָנִים,ושמנים
מִבְּלָאֵי,מבלאי
מִכְנְסֵי,מכנסי
וּמֵהֶמְיָנֵיהֶם,ומהמיניהם
מַפְקִיעִין,מפקיעין
שִׂמְחַת,שמחת
הַשּׁוֹאֵבָה,השואבה
כְהֻנָּה,כהונה
שֶׁבָּלוּ,שבלו
לַמִּקְדָּשׁ,למקדש
דְּכִלְאַיִם,דכלאים
דְּבוּץ,דבוץ
בַּחֲנֻכָּה,בחנוכה
בַּחוֹל,בחול
כָּבְתָה,כבתה
זָקוּק,זקוק
אַמְרוּהָ,אמרוה
קַבְּלַהּ,קיבלה
זְכַאי,זכאי
גְּמִירְתַּהּ,גמירתיה
לִשְׁמַעְתֵּהּ,לשמעתיה
גַּמְרַהּ,גמרה
לְגִרְסָא,לגירסא
דְיַנְקוּתָא,דינקותא
וְכָבְתָה,וכבתה
מִשֶּׁתִּשְׁקַע,משתשקע
הַשּׁוּק,השוק
מַדְלֵק,מדליק
אַדְלֵק,אדליק
לְשִׁעוּרַהּ,לשיעורה
דְּכָלְיָא,דכליא
רִגְלָא,ריגלא
דְתַרְמוֹדָאֵי,דתרמודאי
חֲנֻכָּה,חנוכה
וּבֵיתוֹ,וביתו
וְהַמְהַדְּרִין,והמהדרין
הַמְהַדְּרִין,המהדרין
מַדְלִיק,מדליק
פּוֹחֵת,פוחת
הַנִּכְנָסִין,הנכנסין
הַיּוֹצְאִין,היוצאין
הַחַג,החג
דְּמַעֲלִין,דמעלין
לִדְבָרָיו,לדבריו
לְהַנִּיחָהּ,להניחה
מַנִּיחָהּ,מניחה
הַסַּכָּנָה,הסכנה
וְדַיּוֹ,ודיו
בְּכִסְלֵו,בכסליו
יוֹמֵי,יומי
דַחֲנֻכָּה,דחנוכה
תְּמָנְיָא,תמניא
לְמִסְפַּד,למספד
לְהִתְעַנּוֹת,להתענות
שֶׁכְּשֶׁנִּכְנְסוּ,שכשנכנסו
יְוָנִים,יונים
לַהֵיכָל,להיכל
הַשְּׁמָנִים,השמנים
שֶׁבַּהֵיכָל,שבהיכל
וּכְשֶׁגָּבְרָה,וכשגברה
חַשְׁמוֹנַאי,חשמונאי
וְנִצְּחוּם,ונצחום
בָּדְקוּ,בדקו
מָצְאוּ,מצאו
פַּךְ,פך
מֻנָּח,מונח
בְּחוֹתָמוֹ,בחותמו
וְהִדְלִיקוּ,והדליקו
שְׁמוֹנָה,שמונה
קְבָעוּם,קבעום
וְהוֹדָאָה,והודאה
גֵּץ,גץ
הַפַּטִּישׁ,הפטיש
וְהִזִּיק,והזיק
וְנִכְנְסָה,ונכנסה
פִּשְׁתָּנוֹ,פשתנו
הַחֲנוּת,החנות
וְדָלְקָה,ודלקה
בְּנֵרוֹ,בנרו
חֶנְוָנִי,חנוני
וְהִדְלִיק,והדליק
הַגָּמָל,הגמל
נֵרוֹ,נרו
מִבְּחוּץ,מבחוץ
בְּנֵר,בנר
מִגָּמָל,מגמל
וְרוֹכְבוֹ,ורוכבו
מַטְּרְחָא,מיטרחא
לְאִמְּנוֹעֵי,לאמנועי
מִמִּצְוָה,ממצוה
שֶׁהִנִּיחָה,שהניחה
פְּסוּלָה,פסולה
וּכְמָבוֹי,וכמבוי
וְהַבּוֹר,והבור
רֵק,רק
בְּטֶפַח,בטפח
מִיָּמִין,מימין
מִשְּׂמֹאל,משמאל
וְהִילְכְתָא,והילכתא
וּמְזוּזָה,ומזוזה
לְהַרְצוֹת,להרצות
אַמְרִיתַהּ,אמריתה
וְשָׁפַךְ,ושפך
וְכִסָּה,וכסה
שֶׁשָּׁפַךְ,ששפך
יְכַסֶּה,יכסה
יְכַסֶּנּוּ,יכסנו
בָּרֶגֶל,ברגל
בְּזוּיוֹת,בזויות
לְהִסְתַּפֵּק,להסתפק
מִנּוֹיֵי,מנויי
דְּאַבְרָהָם,דאברהם
סִכְּכָהּ,סככה
כְּהִלְכָתָהּ,כהלכתה
וְעִטְּרָהּ,ועטרה
בִּקְרָמִים,בקרמים
וּבִסְדִינִין,ובסדינין
הַמְצֻיָּרִין,המצויירין
אֲפַרְסְקִין,אפרסקין
שְׁקֵדִים,שקדים
וּפַרְכִּילֵי,ופרכילי
וַעֲטָרוֹת,ועטרות
שִׁבֳּלִים,שבלים
יֵינוֹת,יינות
וּסְלָתוֹת,וסלתות
חַג,חג
הִתְנָה,התנה
תְּנָאוֹ,תנאו
אֲבוּהוֹן,אבוהון
מִנֵּר,מנר
לְנֵר,לנר
מִבֶּגֶד,מבגד
לְבֶגֶד,לבגד
בִּגְרִירָה,בגרירה
וּמַתִּירִין,ומתירין
גּוֹרֵר,גורר
וְסַפְסָל,וספסל
יִתְכַּוֵּן,יתכוין
בִּזּוּי,בזויי
תְּצִיתוּ,תציתו
מַכְחִישׁ,מכחיש
מִשְּׁרָגָא,משרגא
אַכְחוֹשֵׁי,אכחושי
סֶלַע,סלע
שׁוֹקְלִין,שוקלין
דִּנָרֵי,דנרי
לְחַלֵּל,לחלל
בְּקִנְסָא,בקינסא
מִשְׁקְלוֹתָיו,משקלותיו
לְפָרֹכֶת,לפרוכת
הָעֵדוּת,העדות
יַעֲרֹךְ,יערוך
הָלְכוּ,הלכו
לְבָאֵי,לבאי
מַעֲרָבִי,מערבי
שֶׁנּוֹתֵן,שנותן
חַבְרוֹתֶיהָ,חברותיה
וּמִמֶּנָּה,וממנה
וּבָהּ,ובה
דִּקְבִיעִי,דקביעי
נֵרוֹת,נרות
סַגְיָא,סגיא
מִשְׁקָל,מישקל
וְאַדְלוֹקֵי,ואדלוקי
בִּפְתִילוֹת,בפתילות
אֲרֻכּוֹת,ארוכות
הַדְלָקָה,הדלקה
עוֹשָׂה,עושה
דְּאִבַּעְיָא,דאיבעיא
תָּפוּשׂ,תפוש
וְעוֹמֵד,ועומד
לְצׇרְכּוֹ,לצרכו
הִדְלִיקָהּ,הדליקה
דְּאַדְלְקַהּ,דאדלקה
מְכַבָּהּ,מכבה
וּמַדְלִיקָהּ,ומדליקה
וּמַגְבִּיהָהּ,ומגביהה
מִדְּקָא,מדקא
